,year,month,day,Latitude,Longitude,WnvPresent,Tavg,DewPoint,WetBulb,PrecipTotal,ResultSpeed,ResultDir,AvgSpeed,Code,Species_CULEX PIPIENS,Species_CULEX PIPIENS/RESTUANS,Species_CULEX RESTUANS,Species_CULEX SALINARIUS,Species_CULEX TARSALIS,Species_CULEX TERRITANS,Species_UNSPECIFIED CULEX,day_of_week_Mon,day_of_week_Thu,day_of_week_Tue,day_of_week_Wed
41,2007,06,05,41.958271,-87.702575,0.0,55.5,48,51,0.42,5.2,5,7.6,1,0,1,0,0,0,0,0,0,0,1,0
42,2007,06,05,41.958271,-87.702575,0.0,55.5,48,51,0.42,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,1,0
43,2007,06,05,41.994469,-87.667736,0.0,55.5,48,51,0.42,5.2,5,7.6,1,0,1,0,0,0,0,0,0,0,1,0
44,2007,06,05,42.006858,-87.675919,0.0,55.5,48,51,0.42,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,1,0
45,2007,06,05,41.916265,-87.800515,0.0,55.5,48,51,0.42,5.2,5,7.6,1,0,1,0,0,0,0,0,0,0,1,0
46,2007,06,05,41.916265,-87.800515,0.0,55.5,48,51,0.42,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,1,0
47,2007,06,05,41.948167,-87.730698,0.0,55.5,48,51,0.42,5.2,5,7.6,1,0,1,0,0,0,0,0,0,0,1,0
48,2007,06,05,41.948167,-87.730698,0.0,55.5,48,51,0.42,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,1,0
49,2007,06,05,41.963976,-87.69181,0.0,55.5,48,51,0.42,5.2,5,7.6,1,0,0,1,0,0,0,0,0,0,1,0
50,2007,06,05,41.9216,-87.666455,0.0,57.0,47,52,0.27,6.2,3,8.1,1,0,1,0,0,0,0,0,0,0,1,0
51,2007,06,05,41.9216,-87.666455,0.0,57.0,47,52,0.27,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,1,0
52,2007,06,05,41.9216,-87.666455,0.0,57.0,47,52,0.27,6.2,3,8.1,1,1,0,0,0,0,0,0,0,0,1,0
53,2007,06,05,41.891118,-87.65449100000002,0.0,57.0,47,52,0.27,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,1,0
54,2007,06,05,41.867108,-87.654224,0.0,57.0,47,52,0.27,6.2,3,8.1,1,0,1,0,0,0,0,0,0,0,1,0
55,2007,06,05,41.867108,-87.654224,0.0,57.0,47,52,0.27,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,1,0
56,2007,06,05,41.867108,-87.654224,0.0,57.0,47,52,0.27,6.2,3,8.1,1,1,0,0,0,0,0,0,0,0,1,0
57,2007,06,05,41.896282,-87.655232,0.0,57.0,47,52,0.27,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,1,0
58,2007,06,05,41.919343,-87.694259,0.0,57.0,47,52,0.27,6.2,3,8.1,1,0,1,0,0,0,0,0,0,0,1,0
59,2007,06,05,41.919343,-87.694259,0.0,57.0,47,52,0.27,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,1,0
60,2007,06,05,41.921965,-87.632085,0.0,57.0,47,52,0.27,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,1,0
61,2007,06,05,41.688324,-87.676709,0.0,57.0,47,52,0.27,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,1,0
62,2007,06,05,41.720848,-87.666014,0.0,57.0,47,52,0.27,6.2,3,8.1,1,0,1,0,0,0,0,0,0,0,1,0
63,2007,06,05,41.731922,-87.677512,0.0,57.0,47,52,0.27,6.2,3,8.1,1,0,1,0,0,0,0,0,0,0,1,0
64,2007,06,05,41.731922,-87.677512,0.0,57.0,47,52,0.27,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,1,0
65,2007,06,05,41.731922,-87.677512,0.0,57.0,47,52,0.27,6.2,3,8.1,1,1,0,0,0,0,0,0,0,0,1,0
66,2007,06,05,41.907645,-87.760886,0.0,57.0,47,52,0.27,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,1,0
67,2007,06,05,41.732984,-87.649642,0.0,57.0,47,52,0.27,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,1,0
68,2007,06,05,41.94983,-87.69845699999998,0.0,57.0,47,52,0.27,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,1,0
69,2007,06,05,41.801498,-87.763416,0.0,57.0,47,52,0.27,6.2,3,8.1,1,0,1,0,0,0,0,0,0,0,1,0
70,2007,06,05,41.906638,-87.701431,0.0,57.0,47,52,0.27,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,1,0
71,2007,06,05,41.723195,-87.64997,0.0,57.0,47,52,0.27,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,1,0
72,2007,06,05,41.868077,-87.666901,0.0,57.0,47,52,0.27,6.2,3,8.1,1,0,1,0,0,0,0,0,0,0,1,0
73,2007,06,05,41.868077,-87.666901,0.0,57.0,47,52,0.27,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,1,0
74,2007,06,05,41.869216,-87.627561,0.0,57.0,47,52,0.27,6.2,3,8.1,1,0,1,0,0,0,0,0,0,0,1,0
75,2007,06,05,41.662014,-87.72460799999998,0.0,57.0,47,52,0.27,6.2,3,8.1,1,0,1,0,0,0,0,0,0,0,1,0
76,2007,06,05,41.662014,-87.72460799999998,0.0,57.0,47,52,0.27,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,1,0
77,2007,06,05,41.662014,-87.72460799999998,0.0,57.0,47,52,0.27,6.2,3,8.1,1,1,0,0,0,0,0,0,0,0,1,0
78,2007,06,05,41.878114,-87.629798,0.0,57.0,47,52,0.27,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,1,0
79,2007,06,05,41.932094,-87.700117,0.0,57.0,47,52,0.27,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,1,0
80,2007,06,05,41.846075,-87.716277,0.0,57.0,47,52,0.27,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,1,0
81,2007,06,05,41.918705,-87.752329,0.0,57.0,47,52,0.27,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,1,0
82,2007,06,05,41.682587,-87.707973,0.0,57.0,47,52,0.27,6.2,3,8.1,1,0,1,0,0,0,0,0,0,0,1,0
83,2007,06,05,41.682587,-87.707973,0.0,57.0,47,52,0.27,6.2,3,8.1,1,0,0,1,0,0,0,0,0,0,1,0
84,2007,06,05,41.725517,-87.61425799999998,0.0,57.0,47,52,0.27,6.2,3,8.1,1,0,1,0,0,0,0,0,0,0,1,0
85,2007,06,26,41.95469,-87.800991,0.0,81.0,69,72,0.16,6.1,22,7.1,1,0,1,0,0,0,0,0,0,0,1,0
86,2007,06,26,41.95469,-87.800991,0.0,81.0,69,72,0.16,6.1,22,7.1,1,0,0,1,0,0,0,0,0,0,1,0
87,2007,06,26,41.95469,-87.800991,0.0,81.0,69,72,0.16,6.1,22,7.1,1,0,0,0,1,0,0,0,0,0,1,0
88,2007,06,26,41.994991,-87.769279,0.0,81.0,69,72,0.16,6.1,22,7.1,1,0,1,0,0,0,0,0,0,0,1,0
89,2007,06,26,41.994991,-87.769279,0.0,81.0,69,72,0.16,6.1,22,7.1,1,0,0,1,0,0,0,0,0,0,1,0
90,2007,06,26,41.974089,-87.824812,0.0,81.0,69,72,0.16,6.1,22,7.1,1,0,0,1,0,0,0,0,0,0,1,0
91,2007,06,26,41.999129,-87.795585,0.0,81.0,69,72,0.16,6.1,22,7.1,1,0,1,0,0,0,0,0,0,0,1,0
92,2007,06,26,41.999129,-87.795585,0.0,81.0,69,72,0.16,6.1,22,7.1,1,0,0,1,0,0,0,0,0,0,1,0
93,2007,06,26,42.01743,-87.68776899999997,0.0,81.0,69,72,0.16,6.1,22,7.1,1,0,1,0,0,0,0,0,0,0,1,0
94,2007,06,26,42.01743,-87.68776899999997,0.0,81.0,69,72,0.16,6.1,22,7.1,1,0,0,1,0,0,0,0,0,0,1,0
95,2007,06,26,41.944869,-87.832763,0.0,81.0,69,72,0.16,6.1,22,7.1,1,0,1,0,0,0,0,0,0,0,1,0
96,2007,06,26,41.944869,-87.832763,0.0,81.0,69,72,0.16,6.1,22,7.1,1,0,0,1,0,0,0,0,0,0,1,0
97,2007,06,26,42.011601,-87.81150600000002,0.0,81.0,69,72,0.16,6.1,22,7.1,1,0,1,0,0,0,0,0,0,0,1,0
98,2007,06,26,42.011601,-87.81150600000002,0.0,81.0,69,72,0.16,6.1,22,7.1,1,0,0,1,0,0,0,0,0,0,1,0
99,2007,06,26,41.979243,-87.750938,0.0,81.0,69,72,0.16,6.1,22,7.1,1,0,1,0,0,0,0,0,0,0,1,0
100,2007,06,26,41.986921,-87.689778,0.0,81.0,69,72,0.16,6.1,22,7.1,1,0,1,0,0,0,0,0,0,0,1,0
101,2007,06,26,41.986921,-87.689778,0.0,81.0,69,72,0.16,6.1,22,7.1,1,0,0,1,0,0,0,0,0,0,1,0
102,2007,06,26,41.961743,-87.76007,0.0,81.0,69,72,0.16,6.1,22,7.1,1,0,1,0,0,0,0,0,0,0,1,0
103,2007,06,26,41.961743,-87.76007,0.0,81.0,69,72,0.16,6.1,22,7.1,1,0,0,1,0,0,0,0,0,0,1,0
104,2007,06,26,41.953067,-87.776792,0.0,81.0,69,72,0.16,6.1,22,7.1,1,0,0,1,0,0,0,0,0,0,1,0
105,2007,06,26,41.958271,-87.702575,0.0,81.0,69,72,0.16,6.1,22,7.1,1,0,0,1,0,0,0,0,0,0,1,0
106,2007,06,26,42.006858,-87.675919,0.0,81.0,69,72,0.16,6.1,22,7.1,1,0,0,1,0,0,0,0,0,0,1,0
107,2007,06,26,41.916265,-87.800515,0.0,81.0,69,72,0.16,6.1,22,7.1,1,0,1,0,0,0,0,0,0,0,1,0
108,2007,06,26,41.916265,-87.800515,0.0,81.0,69,72,0.16,6.1,22,7.1,1,0,0,1,0,0,0,0,0,0,1,0
109,2007,06,26,41.963976,-87.69181,0.0,81.0,69,72,0.16,6.1,22,7.1,1,0,0,1,0,0,0,0,0,0,1,0
110,2007,06,26,41.953705,-87.733974,0.0,81.0,69,72,0.16,6.1,22,7.1,1,0,1,0,0,0,0,0,0,0,1,0
111,2007,06,26,41.964242,-87.757639,0.0,81.0,69,72,0.16,6.1,22,7.1,1,0,0,1,0,0,0,0,0,0,1,0
112,2007,06,26,41.990284,-87.797127,0.0,81.0,69,72,0.16,6.1,22,7.1,1,0,1,0,0,0,0,0,0,0,1,0
113,2007,06,26,41.990284,-87.797127,0.0,81.0,69,72,0.16,6.1,22,7.1,1,0,0,1,0,0,0,0,0,0,1,0
114,2007,06,26,42.008314,-87.77792099999998,0.0,81.0,69,72,0.16,6.1,22,7.1,1,0,0,1,0,0,0,0,0,0,1,0
115,2007,06,26,41.991429,-87.747113,0.0,81.0,69,72,0.16,6.1,22,7.1,1,0,1,0,0,0,0,0,0,0,1,0
116,2007,06,26,41.921177,-87.79518,0.0,81.0,69,72,0.16,6.1,22,7.1,1,0,0,1,0,0,0,0,0,0,1,0
117,2007,06,26,41.9216,-87.666455,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,1,0,0,0,0,0,0,0,1,0
118,2007,06,26,41.9216,-87.666455,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,0,1,0,0,0,0,0,0,1,0
119,2007,06,26,41.891118,-87.65449100000002,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,1,0,0,0,0,0,0,0,1,0
120,2007,06,26,41.891118,-87.65449100000002,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,0,1,0,0,0,0,0,0,1,0
121,2007,06,26,41.867108,-87.654224,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,1,0,0,0,0,0,0,0,1,0
122,2007,06,26,41.896282,-87.655232,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,0,1,0,0,0,0,0,0,1,0
123,2007,06,26,41.919343,-87.694259,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,0,1,0,0,0,0,0,0,1,0
124,2007,06,26,41.688324,-87.676709,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,1,0,0,0,0,0,0,0,1,0
125,2007,06,26,41.688324,-87.676709,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,1,0,0,0,0,0,0,0,1,0
126,2007,06,26,41.688324,-87.676709,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,0,1,0,0,0,0,0,0,1,0
127,2007,06,26,41.731922,-87.677512,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,0,1,0,0,0,0,0,0,1,0
128,2007,06,26,41.891126,-87.61156,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,1,0,0,0,0,0,0,0,1,0
129,2007,06,26,41.891126,-87.61156,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,0,1,0,0,0,0,0,0,1,0
130,2007,06,26,41.94983,-87.69845699999998,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,0,1,0,0,0,0,0,0,1,0
131,2007,06,26,41.906638,-87.701431,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,1,0,0,0,0,0,0,0,1,0
132,2007,06,26,41.906638,-87.701431,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,0,1,0,0,0,0,0,0,1,0
133,2007,06,26,41.868077,-87.666901,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,1,0,0,0,0,0,0,0,1,0
134,2007,06,26,41.868077,-87.666901,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,0,1,0,0,0,0,0,0,1,0
135,2007,06,26,41.868077,-87.666901,0.0,82.0,69,72,0.0,7.3,21,8.1,1,1,0,0,0,0,0,0,0,0,1,0
136,2007,06,26,41.662014,-87.72460799999998,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,1,0,0,0,0,0,0,0,1,0
137,2007,06,26,41.662014,-87.72460799999998,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,0,1,0,0,0,0,0,0,1,0
138,2007,06,26,41.662014,-87.72460799999998,0.0,82.0,69,72,0.0,7.3,21,8.1,1,1,0,0,0,0,0,0,0,0,1,0
139,2007,06,26,41.878114,-87.629798,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,0,1,0,0,0,0,0,0,1,0
140,2007,06,26,41.932094,-87.700117,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,0,1,0,0,0,0,0,0,1,0
141,2007,06,26,41.682587,-87.707973,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,1,0,0,0,0,0,0,0,1,0
142,2007,06,26,41.682587,-87.707973,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,0,1,0,0,0,0,0,0,1,0
143,2007,06,26,41.843811,-87.686763,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,0,1,0,0,0,0,0,0,1,0
144,2007,06,26,41.852652,-87.719887,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,1,0,0,0,0,0,0,0,1,0
145,2007,06,26,41.852652,-87.719887,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,0,1,0,0,0,0,0,0,1,0
146,2007,06,26,41.857402,-87.694991,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,0,1,0,0,0,0,0,0,1,0
147,2007,06,26,41.868142,-87.696269,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,1,0,0,0,0,0,0,0,1,0
148,2007,06,26,41.868142,-87.696269,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,0,1,0,0,0,0,0,0,1,0
149,2007,06,26,41.846283,-87.656913,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,1,0,0,0,0,0,0,0,1,0
150,2007,06,26,41.721474,-87.648064,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,0,1,0,0,0,0,0,0,1,0
151,2007,06,26,41.869107,-87.69629300000003,0.0,82.0,69,72,0.0,7.3,21,8.1,1,1,0,0,0,0,0,0,0,0,1,0
152,2007,06,26,41.719059,-87.675088,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,1,0,0,0,0,0,0,0,1,0
153,2007,06,26,41.719059,-87.675088,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,0,1,0,0,0,0,0,0,1,0
154,2007,06,26,41.966987,-87.674677,0.0,82.0,69,72,0.0,7.3,21,8.1,1,0,0,1,0,0,0,0,0,0,1,0
155,2007,06,29,41.95469,-87.800991,0.0,63.0,55,59,0.0,7.6,2,8.3,0,0,1,0,0,0,0,0,0,0,0,0
156,2007,06,29,41.974089,-87.824812,0.0,63.0,55,59,0.0,7.6,2,8.3,0,0,1,0,0,0,0,0,0,0,0,0
157,2007,06,29,41.974089,-87.824812,0.0,63.0,55,59,0.0,7.6,2,8.3,0,0,0,1,0,0,0,0,0,0,0,0
158,2007,06,29,41.999129,-87.795585,0.0,63.0,55,59,0.0,7.6,2,8.3,0,0,0,1,0,0,0,0,0,0,0,0
159,2007,06,29,42.01743,-87.68776899999997,0.0,63.0,55,59,0.0,7.6,2,8.3,0,0,1,0,0,0,0,0,0,0,0,0
160,2007,06,29,42.01743,-87.68776899999997,0.0,63.0,55,59,0.0,7.6,2,8.3,0,0,0,1,0,0,0,0,0,0,0,0
161,2007,06,29,42.011601,-87.81150600000002,0.0,63.0,55,59,0.0,7.6,2,8.3,0,0,1,0,0,0,0,0,0,0,0,0
162,2007,06,29,41.986921,-87.689778,0.0,63.0,55,59,0.0,7.6,2,8.3,0,0,1,0,0,0,0,0,0,0,0,0
163,2007,06,29,41.986921,-87.689778,0.0,63.0,55,59,0.0,7.6,2,8.3,0,0,0,1,0,0,0,0,0,0,0,0
164,2007,06,29,41.961743,-87.76007,0.0,63.0,55,59,0.0,7.6,2,8.3,0,0,0,1,0,0,0,0,0,0,0,0
165,2007,06,29,41.953067,-87.776792,0.0,63.0,55,59,0.0,7.6,2,8.3,0,0,0,1,0,0,0,0,0,0,0,0
166,2007,06,29,41.958271,-87.702575,0.0,63.0,55,59,0.0,7.6,2,8.3,0,0,0,1,0,0,0,0,0,0,0,0
167,2007,06,29,42.006858,-87.675919,0.0,63.0,55,59,0.0,7.6,2,8.3,0,0,0,1,0,0,0,0,0,0,0,0
168,2007,06,29,41.916265,-87.800515,0.0,63.0,55,59,0.0,7.6,2,8.3,0,0,1,0,0,0,0,0,0,0,0,0
169,2007,06,29,41.916265,-87.800515,0.0,63.0,55,59,0.0,7.6,2,8.3,0,0,0,1,0,0,0,0,0,0,0,0
170,2007,06,29,41.948167,-87.730698,0.0,63.0,55,59,0.0,7.6,2,8.3,0,0,0,1,0,0,0,0,0,0,0,0
171,2007,06,29,41.990284,-87.797127,0.0,63.0,55,59,0.0,7.6,2,8.3,0,0,0,1,0,0,0,0,0,0,0,0
172,2007,06,29,41.991429,-87.747113,0.0,63.0,55,59,0.0,7.6,2,8.3,0,0,1,0,0,0,0,0,0,0,0,0
173,2007,06,29,41.923738,-87.785288,0.0,63.0,55,59,0.0,7.6,2,8.3,0,0,1,0,0,0,0,0,0,0,0,0
174,2007,06,29,41.970248,-87.787992,0.0,63.0,55,59,0.0,7.6,2,8.3,0,0,0,1,0,0,0,0,0,0,0,0
175,2007,06,29,42.010412,-87.66214000000002,0.0,63.0,55,59,0.0,7.6,2,8.3,0,0,0,1,0,0,0,0,0,0,0,0
176,2007,06,29,41.94016,-87.794896,0.0,63.0,55,59,0.0,7.6,2,8.3,0,0,1,0,0,0,0,0,0,0,0,0
177,2007,06,29,41.891118,-87.65449100000002,0.0,63.5,56,60,0.0,7.4,2,8.2,0,0,0,1,0,0,0,0,0,0,0,0
178,2007,06,29,41.921965,-87.632085,0.0,63.5,56,60,0.0,7.4,2,8.2,0,0,1,0,0,0,0,0,0,0,0,0
179,2007,06,29,41.688324,-87.676709,0.0,63.5,56,60,0.0,7.4,2,8.2,0,0,0,1,0,0,0,0,0,0,0,0
180,2007,06,29,41.688324,-87.676709,0.0,63.5,56,60,0.0,7.4,2,8.2,0,1,0,0,0,0,0,0,0,0,0,0
181,2007,06,29,41.862292,-87.64886,0.0,63.5,56,60,0.0,7.4,2,8.2,0,0,1,0,0,0,0,0,0,0,0,0
182,2007,06,29,41.731922,-87.677512,0.0,63.5,56,60,0.0,7.4,2,8.2,0,0,0,1,0,0,0,0,0,0,0,0
183,2007,06,29,41.907645,-87.760886,0.0,63.5,56,60,0.0,7.4,2,8.2,0,0,0,1,0,0,0,0,0,0,0,0
184,2007,06,29,41.801498,-87.763416,0.0,63.5,56,60,0.0,7.4,2,8.2,0,1,0,0,0,0,0,0,0,0,0,0
185,2007,06,29,41.723195,-87.64997,0.0,63.5,56,60,0.0,7.4,2,8.2,0,0,0,1,0,0,0,0,0,0,0,0
186,2007,06,29,41.868077,-87.666901,0.0,63.5,56,60,0.0,7.4,2,8.2,0,0,1,0,0,0,0,0,0,0,0,0
187,2007,06,29,41.868077,-87.666901,0.0,63.5,56,60,0.0,7.4,2,8.2,0,0,0,1,0,0,0,0,0,0,0,0
188,2007,06,29,41.868077,-87.666901,0.0,63.5,56,60,0.0,7.4,2,8.2,0,1,0,0,0,0,0,0,0,0,0,0
189,2007,06,29,41.662014,-87.72460799999998,0.0,63.5,56,60,0.0,7.4,2,8.2,0,0,0,1,0,0,0,0,0,0,0,0
190,2007,06,29,41.878114,-87.629798,0.0,63.5,56,60,0.0,7.4,2,8.2,0,0,0,1,0,0,0,0,0,0,0,0
191,2007,06,29,41.682587,-87.707973,0.0,63.5,56,60,0.0,7.4,2,8.2,0,0,0,1,0,0,0,0,0,0,0,0
